           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
   12684.732179 [0001]  Compositor[17623/17603]             0.166      0.012      0.090 
   12684.732197 [0007]  Chrome_ChildIOT[17607/17566]        0.208      0.005      0.029 
   12684.732233 [0007]  VizCompositorTh[17609/17566]        0.108      0.012      0.036 
   12684.732395 [0002]  conv[18458/18451]                   0.018      0.000      0.537 
   12684.732472 [0002]  avahi-daemon[609]                   1.050      0.005      0.076 
   12684.733523 [0002]  conv[18458/18451]                   0.076      0.000      1.050 
   12684.733613 [0002]  avahi-daemon[609]                   1.050      0.004      0.089 
   12684.734664 [0002]  conv[18458/18451]                   0.089      0.000      1.051 
   12684.734831 [0002]  avahi-daemon[609]                   1.051      0.004      0.167 
   12684.735882 [0002]  conv[18458/18451]                   0.167      0.000      1.050 
   12684.735942 [0002]  avahi-daemon[609]                   1.050      0.004      0.059 
   12684.736675 [0001]  conv[18457/18451]                   0.126      0.000      4.495 
   12684.736686 [0001]  kworker/1:3-eve[17319]              0.000      0.005      0.011 
   12684.736992 [0002]  conv[18458/18451]                   0.059      0.000      1.050 
   12684.737051 [0002]  avahi-daemon[609]                   1.050      0.004      0.058 
   12684.738101 [0002]  conv[18458/18451]                   0.058      0.000      1.050 
   12684.738155 [0002]  avahi-daemon[609]                   1.050      0.004      0.053 
   12684.738260 [0007]  conv[18459/18451]                   0.066      0.000      6.027 
   12684.738495 [0007]  irq/76-rtw88_pc[671]               98.056      0.010      0.234 
   12684.738509 [0007]  kworker/u32:32-[17335]            102.571      0.204      0.013 
   12684.739206 [0002]  conv[18458/18451]                   0.053      0.000      1.051 
   12684.739262 [0002]  avahi-daemon[609]                   1.051      0.004      0.055 
   12684.739742 [0000]  conv[18453/18451]                   0.000      0.002     12.021 
   12684.739748 [0005]  conv[18460/18451]                   0.062      0.000     11.014 
   12684.739768 [0005]  kworker/u32:13-[17311]             11.014      0.023      0.020 
   12684.739824 [0000]  Xorg[1087]                         12.210      0.010      0.082 
   12684.739950 [0000]  budgie-wm[1560]                    12.286      0.031      0.125 
   12684.739978 [0003]  conv[18454/18451]                   0.000      0.005     12.226 
   12684.739982 [0000]  Xorg[1087]                          0.125      0.018      0.032 
   12684.740043 [0003]  tilix[2046]                        13.399      0.009      0.064 
   12684.740285 [0007]  conv[18459/18451]                   0.248      0.000      1.775 
   12684.740313 [0002]  conv[18458/18451]                   0.055      0.000      1.051 
   12684.740327 [0007]  VizCompositorTh[17609/17566]        8.052      0.007      0.041 
   12684.740394 [0002]  avahi-daemon[609]                   1.051      0.005      0.081 
   12684.740672 [0002]  conv[18458/18451]                   0.081      0.000      0.277 
   12684.740678 [0002]  rcu_preempt[15]                    11.983      0.008      0.006 
   12684.740684 [0002]  kworker/2:3-eve[17452]             15.977      0.010      0.005 
   12684.740999 [0000]  conv[18453/18451]                   0.240      0.000      1.017 
   12684.741027 [0000]  budgie-wm[1560]                     1.049      0.004      0.027 
   12684.741045 [0000]  Xorg[1087]                          1.045      0.006      0.017 
   12684.741251 [0000]  budgie-wm[1560]                     0.017      0.007      0.205 
   12684.741270 [0000]  Xorg[1087]                          0.205      0.008      0.019 
   12684.741445 [0002]  conv[18458/18451]                   0.012      0.000      0.761 
   12684.741497 [0004]  conv[18456/18451]                   0.172      0.000      9.575 
   12684.741514 [0000]  budgie-wm[1560]                     0.019      0.007      0.244 
   12684.741514 [0002]  avahi-daemon[609]                   1.050      0.004      0.069 
   12684.741573 [0001]  conv[18457/18451]                   0.011      0.000      4.886 
   12684.741585 [0004]  budgie-wm:cs0[1567/1560]           16.233      0.010      0.087 
   12684.741600 [0001]  gfx[850]                           12.746      0.009      0.026 
   12684.741607 [0000]  conv[18453/18451]                   0.514      0.000      0.092 
   12684.741614 [0004]  budgie-wm[1560]                     0.071      0.009      0.029 
   12684.741706 [0004]  conv[18456/18451]                   0.116      0.000      0.091 
   12684.741712 [0000]  Xorg[1087]                          0.337      0.005      0.105 
   12684.741752 [0000]  kworker/u32:13-[17311]              1.943      0.047      0.039 
   12684.741759 [0004]  budgie-wm[1560]                     0.091      0.004      0.052 
   12684.741772 [0003]  conv[18454/18451]                   0.064      0.000      1.729 
   12684.741774 [0000]  Xorg[1087]                          0.039      0.019      0.022 
   12684.742044 [0007]  conv[18459/18451]                   0.041      0.000      1.717 
   12684.742473 [0007]  irq/76-rtw88_pc[671]                3.548      0.006      0.429 
   12684.742533 [0007]  NetworkManager[615]               102.402      0.212      0.059 
   12684.742570 [0002]  conv[18458/18451]                   0.069      0.000      1.055 
   12684.742609 [0007]  conv[18459/18451]                   0.489      0.000      0.075 
   12684.742655 [0002]  avahi-daemon[609]                   1.055      0.009      0.085 
   12684.742728 [0007]  code[17637]                         0.000      0.005      0.119 
   12684.742779 [0000]  conv[18453/18451]                   0.167      0.000      1.004 
   12684.742791 [0003]  tilix[2046]                         1.729      0.007      1.019 
   12684.742958 [0004]  conv[18456/18451]                   0.052      0.000      1.198 
   12684.742977 [0000]  Xorg[1087]                          1.004      0.008      0.198 
   12684.743029 [0001]  conv[18457/18451]                   0.026      0.000      1.429 
   12684.743035 [0000]  conv[18453/18451]                   0.198      0.000      0.057 
   12684.743037 [0004]  Xorg:cs0[1091/1087]                15.533      0.011      0.078 
   12684.743059 [0001]  gfx[850]                            1.429      0.010      0.029 
   12684.743190 [0004]  conv[18456/18451]                   0.078      0.000      0.153 
   12684.743196 [0000]  Xorg[1087]                          0.057      0.005      0.161 
   12684.743212 [0000]  conv[18453/18451]                   0.161      0.000      0.015 
   12684.743212 [0004]  Xorg:cs0[1091/1087]                 0.153      0.005      0.021 
   12684.743295 [0004]  conv[18456/18451]                   0.021      0.000      0.082 
   12684.743299 [0000]  Xorg[1087]                          0.015      0.004      0.087 
   12684.743311 [0000]  conv[18453/18451]                   0.087      0.000      0.012 
   12684.743311 [0004]  Xorg:cs0[1091/1087]                 0.082      0.005      0.016 
   12684.743398 [0004]  conv[18456/18451]                   0.016      0.000      0.086 
   12684.743403 [0000]  Xorg[1087]                          0.012      0.004      0.091 
   12684.743416 [0000]  conv[18453/18451]                   0.091      0.000      0.013 
   12684.743417 [0004]  Xorg:cs0[1091/1087]                 0.086      0.005      0.018 
   12684.743478 [0004]  conv[18456/18451]                   0.018      0.000      0.061 
   12684.743558 [0004]  budgie-wm[1560]                     1.719      0.005      0.080 
   12684.743613 [0004]  conv[18456/18451]                   0.080      0.000      0.054 
   12684.743626 [0000]  Xorg[1087]                          0.013      0.005      0.209 
   12684.743655 [0000]  conv[18453/18451]                   0.209      0.000      0.028 
   12684.743655 [0004]  Xorg:cs0[1091/1087]                 0.195      0.006      0.042 
   12684.743665 [0004]  conv[18456/18451]                   0.042      0.000      0.009 
   12684.743682 [0000]  Xorg[1087]                          0.028      0.005      0.027 
   12684.743709 [0002]  conv[18458/18451]                   0.085      0.000      1.054 
   12684.743742 [0000]  conv[18453/18451]                   0.027      0.000      0.059 
   12684.743756 [0000]  Xorg[1087]                          0.059      0.005      0.013 
   12684.743756 [0004]  budgie-wm[1560]                     0.106      0.004      0.091 
   12684.743771 [0002]  avahi-daemon[609]                   1.054      0.009      0.061 
   12684.745100 [0000]  conv[18453/18451]                   0.013      0.000      1.343 
